season,date,away_team,away_point_spread,away_money_line,away_money_line
2020-21,12/31/20,CHI,7.5,250,250
2020-21,12/31/20,PHI,-4,-175,-175
2020-21,12/31/20,SAC,5.5,180,180
2020-21,12/31/20,NYK,8.5,300,300
2020-21,12/31/20,ORL,-5.5,-200,-200
2020-21,12/31/20,PHX,4,150,150
2020-21,1/1/21,BOS,-8.5,-370,-370
2020-21,1/1/21,MIA,-1.5,-115,-115
2020-21,1/1/21,MEM,4,160,160
2020-21,1/1/21,ATL,6,210,210
2020-21,1/1/21,WAS,-1,-110,-110
2020-21,1/1/21,LAL,-7.5,-340,-340
2020-21,1/1/21,CHI,14.5,850,850
2020-21,1/1/21,PHX,3.5,140,140
2020-21,1/1/21,LAC,-3,-160,-160
2020-21,1/1/21,POR,-3.5,-150,-150
2020-21,1/2/21,SAC,-2,-130,-130
2020-21,1/2/21,CHO,10,400,400
2020-21,1/2/21,OKC,4.5,155,155
2020-21,1/2/21,NYK,9.5,375,375
2020-21,1/2/21,TOR,-1,-115,-115
2020-21,1/2/21,CLE,5.5,200,200
2020-21,1/3/21,BOS,-8,-360,-360
2020-21,1/3/21,WAS,7.5,270,270
2020-21,1/3/21,LAL,-10,-500,-500
2020-21,1/3/21,UTA,-5.5,-220,-220
2020-21,1/3/21,DEN,-8.5,-360,-360
2020-21,1/3/21,LAC,-3.5,-150,-150
2020-21,1/3/21,DAL,-4,-170,-170
2020-21,1/3/21,POR,-4.5,-190,-190
2020-21,1/4/21,CHO,8,290,290
2020-21,1/4/21,CLE,6,190,190
2020-21,1/4/21,OKC,9,350,350
2020-21,1/4/21,NYK,7,250,250
2020-21,1/4/21,BOS,6,200,200
2020-21,1/4/21,DAL,4,150,150
2020-21,1/4/21,IND,1.5,105,105
2020-21,1/4/21,DET,16,1100,1100
2020-21,1/4/21,SAC,-1.5,-125,-125
2020-21,1/5/21,UTA,-4.5,-180,-180
2020-21,1/5/21,LAL,-9.5,-460,-460
2020-21,1/5/21,MIN,10.5,475,475
2020-21,1/5/21,SAS,7,260,260
2020-21,1/5/21,CHI,9.5,375,375
2020-21,1/6/21,HOU,3,125,125
2020-21,1/6/21,WAS,6.5,220,220
2020-21,1/6/21,CLE,5,180,180
2020-21,1/6/21,BOS,2.5,120,120
2020-21,1/6/21,CHO,6,210,210
2020-21,1/6/21,UTA,-8,-310,-310
2020-21,1/6/21,OKC,8,270,270
2020-21,1/6/21,DET,11.5,650,650
2020-21,1/6/21,TOR,3,130,130
2020-21,1/6/21,CHI,6.5,250,250
2020-21,1/6/21,LAC,-5,-210,-210
2020-21,1/7/21,PHI,-4,-180,-180
2020-21,1/7/21,CLE,6,200,200
2020-21,1/7/21,MIN,10,400,400
2020-21,1/7/21,DAL,2.5,125,125
2020-21,1/7/21,SAS,8.5,330,330
2020-21,1/8/21,PHX,-8,-330,-330
2020-21,1/8/21,CHO,7.5,230,230
2020-21,1/8/21,WAS,3.5,155,155
2020-21,1/8/21,OKC,3,130,130
2020-21,1/8/21,UTA,6,200,200
2020-21,1/8/21,ORL,7,240,240
2020-21,1/8/21,BRK,0,-110,-110
2020-21,1/8/21,TOR,-1,-120,-120
2020-21,1/8/21,LAC,-6.5,-250,-250
2020-21,1/8/21,CHI,8.5,350,350
2020-21,1/9/21,DEN,-13.5,-1100,-1100
2020-21,1/9/21,MIA,-10.5,-700,-700
2020-21,1/9/21,ATL,-5,-200,-200
2020-21,1/9/21,PHX,3,130,130
2020-21,1/9/21,SAS,-3.5,-160,-160
2020-21,1/9/21,CLE,8.5,350,350
2020-21,1/9/21,ORL,6.5,220,220
2020-21,1/9/21,POR,-5.5,-210,-210
2020-21,1/10/21,UTA,-8.5,-400,-400
2020-21,1/10/21,CHI,12,650,650
2020-21,1/10/21,OKC,8,290,290
2020-21,1/10/21,DEN,-5.5,-220,-220
2020-21,1/10/21,LAL,-4,-180,-180
2020-21,1/10/21,SAS,-4.5,-185,-185
2020-21,1/10/21,TOR,-3,-150,-150
2020-21,1/11/21,MEM,-2,-135,-135
2020-21,1/11/21,PHX,-6,-250,-250
2020-21,1/11/21,MIL,-10,-500,-500
2020-21,1/11/21,NYK,5,170,170
2020-21,1/11/21,PHI,6,200,200
2020-21,1/11/21,TOR,4.5,175,175
2020-21,1/11/21,IND,-3.5,-170,-170
2020-21,1/12/21,MIA,8.5,320,320
2020-21,1/12/21,UTA,-12.5,-1000,-1000
2020-21,1/12/21,DEN,1.5,110,110
2020-21,1/12/21,SAS,-2,-135,-135
2020-21,1/12/21,LAL,-5,-170,-170
2020-21,1/12/21,IND,3.5,135,135
2020-21,1/13/21,MIL,-10.5,-600,-600
2020-21,1/13/21,DAL,-3,-150,-150
2020-21,1/13/21,BRK,-3,-145,-145
2020-21,1/13/21,LAL,-10.5,-600,-600
2020-21,1/13/21,MEM,2,125,125
2020-21,1/13/21,POR,-5,-200,-200
2020-21,1/13/21,ORL,11,475,475
2020-21,1/14/21,MIA,7,300,300
2020-21,1/14/21,CHO,10.5,425,425
2020-21,1/14/21,HOU,7,250,250
2020-21,1/14/21,GSW,4.5,170,170
2020-21,1/14/21,IND,3,120,120
2020-21,1/15/21,NYK,-2,-140,-140
2020-21,1/15/21,ORL,4,160,160
2020-21,1/15/21,DAL,8,260,260
2020-21,1/15/21,CHI,-2,-130,-130
2020-21,1/15/21,ATL,6.5,200,200
2020-21,1/15/21,ORL,8.5,350,350
2020-21,1/15/21,LAC,-6.5,-300,-300
2020-21,1/16/21,HOU,7,260,260
2020-21,1/16/21,ORL,9,375,375
2020-21,1/16/21,CHO,6.5,230,230
2020-21,1/16/21,PHI,2,110,110
2020-21,1/16/21,DET,5.5,195,195
2020-21,1/16/21,ATL,5,170,170
2020-21,1/17/21,NYK,7,260,260
2020-21,1/17/21,CHI,6.5,225,225
2020-21,1/17/21,UTA,-1.5,-130,-130
2020-21,1/17/21,ORL,-2.5,-145,-145
2020-21,1/17/21,IND,8,300,300
2020-21,1/18/21,ORL,-2.5,-130,-130
2020-21,1/18/21,MIN,7,250,250
2020-21,1/18/21,SAS,-1.5,-125,-125
2020-21,1/18/21,DET,6,210,210
2020-21,1/18/21,PHX,-5.5,-200,-200
2020-21,1/18/21,DAL,3,135,135
2020-21,1/18/21,MIL,-4,-175,-175
2020-21,1/18/21,HOU,-2,-130,-130
2020-21,1/18/21,GSW,9,375,375
2020-21,1/19/21,OKC,10.5,400,400
2020-21,1/19/21,ORL,6.5,210,210
2020-21,1/20/21,BOS,4.5,175,175
2020-21,1/20/21,BRK,-10.5,-600,-600
2020-21,1/20/21,DAL,-2.5,-140,-140
2020-21,1/20/21,DET,4.5,170,170
2020-21,1/20/21,MIA,4,155,155
2020-21,1/20/21,ORL,-4,-180,-180
2020-21,1/20/21,PHX,-5.5,-220,-220
2020-21,1/20/21,SAC,11,475,475
2020-21,1/20/21,SAS,1,100,100
2020-21,1/21/21,LAL,1.5,100,100
2020-21,1/21/21,NYK,5,180,180
2020-21,1/21/21,ORL,7,240,240
2020-21,1/22/21,CHI,3,135,135
2020-21,1/22/21,ORL,5,170,170
2020-21,1/22/21,HOU,3,125,125
2020-21,1/22/21,BOS,4.5,160,160
2020-21,1/22/21,MIA,2,115,115
2020-21,1/22/21,BRK,-6,-260,-260
2020-21,1/22/21,ATL,-6,-240,-240
2020-21,1/22/21,DAL,-1.5,-135,-135
2020-21,1/22/21,OKC,13.5,775,775
2020-21,1/22/21,NYK,3.5,145,145
2020-21,1/22/21,DEN,1,100,100
2020-21,1/23/21,GSW,7,250,250
2020-21,1/23/21,PHI,-9,-380,-380
2020-21,1/23/21,MIA,7.5,280,280
2020-21,1/23/21,ORL,-8.5,-370,-370
2020-21,1/23/21,LAL,-10,-500,-500
2020-21,1/23/21,HOU,7,265,265
2020-21,1/23/21,DEN,-2.5,-155,-155
2020-21,1/24/21,TOR,4.5,165,165
2020-21,1/24/21,CLE,6,210,210
2020-21,1/24/21,OKC,13,800,800
2020-21,1/24/21,CHO,-2,-130,-130
2020-21,1/24/21,WAS,5.5,200,200
2020-21,1/24/21,ATL,12,625,625
2020-21,1/24/21,NYK,4,155,155
2020-21,1/25/21,CHO,-1.5,-110,-110
2020-21,1/25/21,PHI,-5,-190,-190
2020-21,1/25/21,TOR,2.5,115,115
2020-21,1/25/21,LAL,-12,-800,-800
2020-21,1/25/21,MIA,7,270,270
2020-21,1/25/21,BOS,-3.5,-175,-175
2020-21,1/25/21,DEN,-2,-130,-130
2020-21,1/25/21,OKC,4.5,175,175
2020-21,1/25/21,MIN,9,310,310
2020-21,1/26/21,LAC,6,200,200
2020-21,1/26/21,WAS,3.5,140,140
2020-21,1/26/21,NYK,11,500,500
2020-21,1/27/21,DET,2,110,110
2020-21,1/27/21,SAC,1,110,110
2020-21,1/27/21,IND,-3,-145,-145
2020-21,1/27/21,MIL,-6,-250,-250
2020-21,1/27/21,BRK,-6,-230,-230
2020-21,1/27/21,LAL,-4,-175,-175
2020-21,1/27/21,DEN,-6.5,-240,-240
2020-21,1/27/21,WAS,8.5,300,300
2020-21,1/27/21,BOS,-4.5,-190,-190
2020-21,1/27/21,DAL,2,115,115
2020-21,1/27/21,OKC,8,270,270
2020-21,1/27/21,MIN,9,350,350
2020-21,1/28/21,LAC,2,145,145
2020-21,1/28/21,LAL,-7,-310,-310
2020-21,1/28/21,GSW,2,110,110
2020-21,1/28/21,POR,4.5,170,170
2020-21,1/29/21,ATL,-3.5,-165,-165
2020-21,1/29/21,LAC,-7,-330,-330
2020-21,1/29/21,IND,-3.5,-160,-160
2020-21,1/29/21,SAC,4,190,190
2020-21,1/29/21,MIL,-7,-280,-280
2020-21,1/29/21,CLE,1,105,105
2020-21,1/29/21,BRK,-7,-260,-260
2020-21,1/29/21,PHI,-9.5,-480,-480
2020-21,1/29/21,DEN,-4,-175,-175
2020-21,1/29/21,DAL,4,150,150
2020-21,1/30/21,POR,1.5,110,110
2020-21,1/30/21,MIL,-9,-420,-420
2020-21,1/30/21,HOU,2,115,115
2020-21,1/30/21,SAC,6.5,220,220
2020-21,1/30/21,LAL,-3.5,-165,-165
2020-21,1/30/21,PHX,-1,-110,-110
2020-21,1/30/21,DET,5.5,190,190
2020-21,1/30/21,MEM,3.5,150,150
2020-21,1/31/21,UTA,-3,-155,-155
2020-21,1/31/21,PHI,3,125,125
2020-21,1/31/21,LAC,-9,-450,-450
2020-21,1/31/21,ORL,5,200,200
2020-21,1/31/21,BRK,-5.5,-240,-240
2020-21,1/31/21,CLE,-3.5,-160,-160
2020-21,2/1/21,MIN,3.5,145,145
2020-21,2/1/21,LAL,-7,-300,-300
2020-21,2/1/21,CHO,7.5,260,260
2020-21,2/1/21,SAC,2.5,125,125
2020-21,2/1/21,NYK,3.5,140,140
2020-21,2/1/21,HOU,-5,-200,-200
2020-21,2/1/21,POR,10,400,400
2020-21,2/1/21,MEM,4,155,155
2020-21,2/1/21,PHX,2,120,120
2020-21,2/2/21,MEM,4.5,160,160
2020-21,2/2/21,TOR,-6.5,-260,-260
2020-21,2/2/21,LAC,-1.5,-120,-120
2020-21,2/2/21,DET,12.5,650,650
2020-21,2/2/21,BOS,-3,-140,-140
2020-21,2/2/21,POR,3,120,120
2020-21,2/3/21,IND,9,330,330
2020-21,2/3/21,PHI,-7,-310,-310
2020-21,2/3/21,LAC,-9,-420,-420
2020-21,2/3/21,WAS,9,350,350
2020-21,2/3/21,DAL,-2,-130,-130
2020-21,2/3/21,HOU,-6.5,-250,-250
2020-21,2/3/21,NYK,1.5,105,105
2020-21,2/3/21,MIN,7.5,280,280
2020-21,2/3/21,PHX,-2.5,-155,-155
2020-21,2/3/21,BOS,-1,-110,-110
2020-21,2/4/21,POR,10,400,400
2020-21,2/4/21,GSW,4,155,155
2020-21,2/4/21,UTA,-10,-450,-450
2020-21,2/4/21,HOU,3.5,145,145
2020-21,2/4/21,DEN,4.5,175,175
2020-21,2/5/21,CHI,-2.5,-135,-135
2020-21,2/5/21,UTA,-8.5,-360,-360
2020-21,2/5/21,ORL,0,105,105
2020-21,2/5/21,MIL,-10.5,-700,-700
2020-21,2/5/21,TOR,5,190,190
2020-21,2/5/21,MIN,-2.5,-140,-140
2020-21,2/5/21,WAS,7,245,245
2020-21,2/5/21,DET,8,300,300
2020-21,2/5/21,BOS,6,180,180
2020-21,2/6/21,POR,-1.5,-120,-120
2020-21,2/6/21,DEN,-2.5,-125,-125
2020-21,2/6/21,MEM,-1,-120,-120
2020-21,2/6/21,CHI,-1.5,-120,-120
2020-21,2/6/21,BRK,7.5,245,245
2020-21,2/6/21,TOR,-1,-120,-120
2020-21,2/6/21,MIL,-10,-650,-650
2020-21,2/6/21,MIN,2,115,115
2020-21,2/6/21,SAS,1,100,100
2020-21,2/6/21,GSW,4.5,165,165
2020-21,2/6/21,DET,14.5,900,900
2020-21,2/7/21,UTA,-5,-220,-220
2020-21,2/7/21,MIA,-5.5,-240,-240
2020-21,2/7/21,BOS,2.5,125,125
2020-21,2/7/21,SAC,8.5,300,300
2020-21,2/7/21,WAS,-1,-125,-125
2020-21,2/8/21,HOU,-1.5,-125,-125
2020-21,2/8/21,TOR,-2.5,-150,-150
2020-21,2/8/21,WAS,4.5,170,170
2020-21,2/8/21,GSW,1.5,100,100
2020-21,2/8/21,MIN,10,425,425
2020-21,2/8/21,CLE,5.5,200,200
2020-21,2/8/21,MIL,-2,-130,-130
2020-21,2/8/21,OKC,10,500,500
2020-21,2/9/21,BRK,-5.5,-230,-230
2020-21,2/9/21,NYK,6,200,200
2020-21,2/9/21,HOU,6.5,230,230
2020-21,2/9/21,GSW,-1.5,-110,-110
2020-21,2/9/21,PHI,-4.5,-210,-210
2020-21,2/9/21,BOS,5.5,180,180
2020-21,2/9/21,ORL,6,210,210
2020-21,2/10/21,TOR,-5,-210,-210
2020-21,2/10/21,IND,-1.5,-115,-115
2020-21,2/10/21,ATL,3.5,135,135
2020-21,2/10/21,LAC,-8.5,-430,-430
2020-21,2/10/21,ORL,-2.5,-140,-140
2020-21,2/10/21,CHO,2.5,120,120
2020-21,2/10/21,CLE,9.5,400,400
2020-21,2/10/21,OKC,11.5,575,575
2020-21,2/10/21,MIL,-4,-180,-180
2020-21,2/11/21,IND,-4,-175,-175
2020-21,2/11/21,MIA,-1.5,-130,-130
2020-21,2/11/21,PHI,-6,-230,-230
2020-21,2/11/21,ORL,9,320,320
2020-21,2/11/21,TOR,2.5,125,125
2020-21,2/12/21,MIN,2.5,120,120
2020-21,2/12/21,NYK,-3,-150,-150
2020-21,2/12/21,SAS,2.5,115,115
2020-21,2/12/21,ORL,3,130,130
2020-21,2/12/21,LAC,-7.5,-300,-300
2020-21,2/12/21,MIL,2.5,120,120
2020-21,2/12/21,OKC,11.5,650,650
2020-21,2/12/21,ORL,6.5,225,225
2020-21,2/12/21,MEM,8.5,300,300
2020-21,2/12/21,CLE,3.5,165,165
2020-21,2/12/21,DET,7,290,290
2020-21,2/13/21,PHI,1.5,-105,-105
2020-21,2/13/21,IND,-1.5,-115,-115
2020-21,2/13/21,HOU,0,-120,-120
2020-21,2/13/21,BRK,-3.5,-160,-160
2020-21,2/13/21,MIA,7,240,240
2020-21,2/14/21,POR,5.5,180,180
2020-21,2/14/21,MIN,7.5,290,290
2020-21,2/14/21,SAS,-4,-170,-170
2020-21,2/14/21,MIL,-12,-1000,-1000
2020-21,2/14/21,LAL,-3,-150,-150
2020-21,2/14/21,ORL,11.5,525,525
2020-21,2/14/21,MEM,1.5,105,105
2020-21,2/14/21,CLE,8.5,395,395
2020-21,2/14/21,BOS,-7,-280,-280
2020-21,2/14/21,ORL,-5.5,-220,-220
2020-21,2/15/21,CHI,4.5,170,170
2020-21,2/15/21,HOU,2,105,105
2020-21,2/15/21,ATL,-1.5,-125,-125
2020-21,2/15/21,PHI,8.5,320,320
2020-21,2/15/21,MIA,-6.5,-240,-240
2020-21,2/15/21,CLE,11,450,450
2020-21,2/15/21,BRK,-4.5,-190,-190
2020-21,2/16/21,DEN,2,110,110
2020-21,2/16/21,ORL,-1.5,-115,-115
2020-21,2/16/21,TOR,6,210,210
2020-21,2/16/21,LAL,-6,-265,-265
2020-21,2/16/21,POR,-5.5,-220,-220
2020-21,2/16/21,BRK,8,270,270
2020-21,2/17/21,NYK,-3.5,-160,-160
2020-21,2/17/21,DEN,-4.5,-175,-175
2020-21,2/17/21,HOU,8,330,330
2020-21,2/17/21,ATL,2,110,110
2020-21,2/17/21,POR,4,150,150
2020-21,2/17/21,IND,-5,-200,-200
2020-21,2/17/21,MIA,-1.5,-115,-115
2020-21,2/17/21,UTA,-7,-260,-260
2020-21,2/17/21,DET,3,130,130
2020-21,2/17/21,OKC,7,225,225
2020-21,2/18/21,TOR,7.5,270,270
2020-21,2/18/21,BRK,3,130,130
2020-21,2/18/21,MIA,1,-105,-105
2020-21,2/19/21,GSW,-5,-200,-200
2020-21,2/19/21,CHI,6,210,210
2020-21,2/19/21,ATL,5,175,175
2020-21,2/19/21,DET,4.5,170,170
2020-21,2/19/21,OKC,11,450,450
2020-21,2/19/21,PHX,-3.5,-165,-165
2020-21,2/19/21,TOR,-2.5,-155,-155
2020-21,2/19/21,UTA,-1,-110,-110
2020-21,2/19/21,DEN,-9,-450,-450
2020-21,2/20/21,GSW,-2,-130,-130
2020-21,2/20/21,PHX,-6.5,-260,-260
2020-21,2/20/21,SAC,0,-115,-115
2020-21,2/20/21,MIA,3.5,145,145
2020-21,2/20/21,WAS,4.5,155,155
2020-21,2/21/21,BOS,-2.5,-140,-140
2020-21,2/21/21,PHI,-3,-150,-150
2020-21,2/21/21,DET,3,145,145
2020-21,2/21/21,OKC,-3,-150,-150
2020-21,2/21/21,MIN,3,135,135
2020-21,2/21/21,DEN,-2.5,-145,-145
2020-21,2/21/21,BRK,6.5,225,225
2020-21,2/21/21,SAC,10,450,450
2020-21,2/22/21,CHI,-1,-110,-110
2020-21,2/22/21,MIA,-7,-280,-280
2020-21,2/22/21,MEM,4,165,165
2020-21,2/22/21,POR,6.5,210,210
2020-21,2/22/21,CHO,12.5,625,625
2020-21,2/22/21,WAS,7,240,240
2020-21,2/23/21,ATL,-8,-330,-330
2020-21,2/23/21,DET,4.5,155,155
2020-21,2/23/21,GSW,-4,-170,-170
2020-21,2/23/21,BOS,-2.5,-140,-140
2020-21,2/23/21,SAC,5.5,210,210
2020-21,2/23/21,PHI,-2.5,-145,-145
2020-21,2/23/21,MIN,10,500,500
2020-21,2/23/21,POR,6,210,210
2020-21,2/23/21,WAS,11.5,600,600
2020-21,2/24/21,GSW,2,115,115
2020-21,2/24/21,TOR,1.5,100,100
2020-21,2/24/21,HOU,-5.5,-175,-175
2020-21,2/24/21,BOS,-1.5,-125,-125
2020-21,2/24/21,SAS,-1,-110,-110
2020-21,2/24/21,MIN,4.5,160,160
2020-21,2/24/21,DET,11.5,550,550
2020-21,2/24/21,CHO,9.5,350,350
2020-21,2/24/21,LAL,9,330,330
2020-21,2/25/21,DAL,4.5,175,175
2020-21,2/25/21,ORL,8.5,330,330
2020-21,2/25/21,SAC,1,-105,-105
2020-21,2/25/21,LAC,-8,-340,-340
2020-21,2/25/21,WAS,8,290,290
2020-21,2/25/21,ORL,7.5,265,265
2020-21,2/26/21,SAC,-1.5,-115,-115
2020-21,2/26/21,IND,2.5,120,120
2020-21,2/26/21,HOU,6.5,235,235
2020-21,2/26/21,PHX,-6.5,-250,-250
2020-21,2/26/21,LAC,-7.5,-320,-320
2020-21,2/26/21,UTA,-6.5,-250,-250
2020-21,2/26/21,ATL,-5.5,-210,-210
2020-21,2/26/21,POR,4.5,170,170
2020-21,2/26/21,CHO,6.5,220,220
2020-21,2/27/21,CLE,11.5,500,500
2020-21,2/27/21,ORL,-2,-135,-135
2020-21,2/27/21,UTA,-9.5,-500,-500
2020-21,2/27/21,MIN,4,150,150
2020-21,2/27/21,IND,0,-110,-110
2020-21,2/27/21,DEN,-6.5,-280,-280
2020-21,2/27/21,DAL,1,100,100
2020-21,2/28/21,LAC,1.5,105,105
2020-21,2/28/21,NYK,-1.5,-115,-115
2020-21,2/28/21,ATL,2.5,120,120
2020-21,2/28/21,WAS,6.5,210,210
2020-21,2/28/21,MEM,-4,-170,-170
2020-21,2/28/21,GSW,2.5,125,125
2020-21,2/28/21,PHX,-10.5,-600,-600
2020-21,2/28/21,CHO,3.5,150,150
2020-21,3/1/21,DAL,-6.5,-275,-275
2020-21,3/1/21,IND,3.5,140,140
2020-21,3/1/21,UTA,-7,-280,-280
2020-21,3/1/21,CLE,3,130,130
2020-21,3/1/21,DEN,-4.5,-180,-180
2020-21,3/1/21,BRK,-4,-170,-170
2020-21,3/1/21,CHO,8,290,290
2020-21,3/2/21,MEM,1,100,100
2020-21,3/2/21,ATL,2,110,110
2020-21,3/2/21,LAC,-5,-210,-210
2020-21,3/2/21,DEN,8,270,270
2020-21,3/2/21,NYK,-2,-130,-130
2020-21,3/2/21,PHX,-1.5,-120,-120
2020-21,3/3/21,ATL,-3,-150,-150
2020-21,3/3/21,IND,-7,-270,-270
2020-21,3/3/21,UTA,-3.5,-155,-155
2020-21,3/3/21,BRK,-10.5,-600,-600
2020-21,3/3/21,CHI,6,195,195
2020-21,3/3/21,CHO,-3,-135,-135
2020-21,3/3/21,OKC,5,175,175
2020-21,3/3/21,LAL,4.5,165,165
2020-21,3/3/21,GSW,-1,-115,-115
2020-21,3/3/21,DET,7.5,270,270
2020-21,3/4/21,TOR,8,305,305
2020-21,3/4/21,LAC,-6.5,-275,-275
2020-21,3/4/21,DEN,-3.5,-170,-170
2020-21,3/4/21,MIL,-6,-240,-240
2020-21,3/4/21,OKC,7,230,230
2020-21,3/4/21,MIA,-1.5,-130,-130
2020-21,3/4/21,SAC,4.5,160,160
2020-21,3/4/21,DET,7.5,245,245
2020-21,3/4/21,GSW,12.5,550,550
2020-21,3/10/21,WAS,3,140,140
2020-21,3/10/21,SAS,4.5,160,160
2020-21,3/11/21,DET,4.5,170,170
2020-21,3/11/21,BOS,2.5,120,120
2020-21,3/11/21,ATL,-3,-145,-145
2020-21,3/11/21,ORL,9,350,350
2020-21,3/11/21,PHI,3.5,140,140
2020-21,3/11/21,MIN,8,300,300
2020-21,3/11/21,NYK,11,475,475
2020-21,3/11/21,DAL,-2,-135,-135
2020-21,3/11/21,GSW,7,240,240
2020-21,3/11/21,HOU,6.5,180,180
2020-21,3/11/21,PHX,-4.5,-180,-180
2020-21,3/12/21,CLE,6.5,240,240
2020-21,3/12/21,PHI,-3,-155,-155
2020-21,3/12/21,DEN,-2.5,-150,-150
2020-21,3/12/21,ORL,7.5,265,265
2020-21,3/12/21,MIA,-2,-130,-130
2020-21,3/12/21,HOU,19,1500,1500
2020-21,3/12/21,IND,5,170,170
2020-21,3/13/21,NYK,-4.5,-175,-175
2020-21,3/13/21,DET,11,500,500
2020-21,3/13/21,MIL,-13,-1000,-1000
2020-21,3/13/21,TOR,2.5,120,120
2020-21,3/13/21,SAC,4,170,170
2020-21,3/13/21,POR,-5,-210,-210
2020-21,3/13/21,DAL,1,110,110
2020-21,3/13/21,IND,7,250,250
2020-21,3/14/21,MEM,-9.5,-410,-410
2020-21,3/14/21,UTA,-7.5,-310,-310
2020-21,3/14/21,SAS,5,180,180
2020-21,3/14/21,MIA,-8,-300,-300
2020-21,3/14/21,CLE,5.5,190,190
2020-21,3/14/21,BOS,-11,-700,-700
2020-21,3/14/21,POR,-5,-185,-185
2020-21,3/14/21,TOR,3.5,150,150
2020-21,3/14/21,LAC,-6,-250,-250
2020-21,3/15/21,MIL,-8.5,-350,-350
2020-21,3/15/21,SAC,3,140,140
2020-21,3/15/21,NYK,8.5,290,290
2020-21,3/15/21,SAS,-1.5,-120,-120
2020-21,3/15/21,IND,4,165,165
2020-21,3/15/21,LAC,-1.5,-125,-125
2020-21,3/15/21,MEM,7.5,260,260
2020-21,3/15/21,LAL,-1.5,-135,-135
2020-21,3/16/21,UTA,-3.5,-160,-160
2020-21,3/16/21,OKC,7,240,240
2020-21,3/16/21,ATL,-8.5,-380,-380
2020-21,3/16/21,CLE,11,450,450
2020-21,3/16/21,NYK,7,250,250
2020-21,3/16/21,ORL,1.5,110,110
2020-21,3/16/21,MIN,7.5,290,290
2020-21,3/17/21,MIL,-6,-240,-240
2020-21,3/17/21,BRK,2,100,100
2020-21,3/17/21,TOR,-6.5,-250,-250
2020-21,3/17/21,SAC,1,-105,-105
2020-21,3/17/21,GSW,-11,-700,-700
2020-21,3/17/21,BOS,-7.5,-340,-340
2020-21,3/17/21,SAS,1.5,105,105
2020-21,3/17/21,MIA,-1,-120,-120
2020-21,3/17/21,CHO,6.5,220,220
2020-21,3/17/21,LAC,-2.5,-140,-140
2020-21,3/18/21,UTA,-10.5,-700,-700
2020-21,3/18/21,ORL,5,180,180
2020-21,3/18/21,OKC,8,265,265
2020-21,3/18/21,MIN,11,475,475
2020-21,3/18/21,ORL,1.5,105,105
2020-21,3/18/21,CHO,7,250,250
2020-21,3/19/21,SAS,-5,-200,-200
2020-21,3/19/21,SAC,7,240,240
2020-21,3/19/21,GSW,6.5,230,230
2020-21,3/19/21,DET,2,110,110
2020-21,3/19/21,UTA,-4.5,-185,-185
2020-21,3/19/21,BRK,-10.5,-650,-650
2020-21,3/19/21,IND,4,160,160
2020-21,3/19/21,CHI,7,245,245
2020-21,3/19/21,DAL,-2.5,-165,-165
2020-21,3/19/21,MIN,10.5,525,525
2020-21,3/20/21,ATL,3,155,155
2020-21,3/20/21,SAC,3.5,190,190
2020-21,3/20/21,GSW,6.5,225,225
2020-21,3/20/21,SAS,11.5,550,550
2020-21,3/20/21,CHO,9.5,400,400
2020-21,3/21/21,IND,3.5,140,140
2020-21,3/21/21,OKC,5,175,175
2020-21,3/21/21,ORL,6.5,220,220
2020-21,3/21/21,ORL,9,310,310
2020-21,3/21/21,WAS,9,320,320
2020-21,3/21/21,CHI,-3.5,-150,-150
2020-21,3/21/21,TOR,-7,-300,-300
2020-21,3/21/21,PHI,-1,-125,-125
2020-21,3/21/21,LAL,10,425,425
2020-21,3/21/21,DAL,-2,-130,-130
2020-21,3/22/21,SAC,-4.5,-180,-180
2020-21,3/22/21,OKC,5,170,170
2020-21,3/22/21,CHO,5,190,190
2020-21,3/22/21,BOS,4.5,165,165
2020-21,3/22/21,IND,6.5,230,230
2020-21,3/22/21,TOR,-8.5,-380,-380
2020-21,3/22/21,UTA,-9.5,-500,-500
2020-21,3/22/21,ATL,6.5,220,220
2020-21,3/23/21,DEN,-7.5,-350,-350
2020-21,3/23/21,LAL,5.5,210,210
2020-21,3/23/21,WAS,3,130,130
2020-21,3/23/21,PHX,-2,-130,-130
2020-21,3/23/21,PHI,-4,-180,-180
2020-21,3/23/21,BRK,2.5,120,120
2020-21,3/24/21,DET,7.5,250,250
2020-21,3/24/21,DEN,-1.5,-125,-125
2020-21,3/24/21,BOS,7,245,245
2020-21,3/24/21,PHX,-9,-450,-450
2020-21,3/24/21,DAL,-8,-350,-350
2020-21,3/24/21,CLE,7,265,265
2020-21,3/24/21,CHO,-3.5,-180,-180
2020-21,3/24/21,MEM,-7,-290,-290
2020-21,3/24/21,LAC,-6,-240,-240
2020-21,3/24/21,ATL,-3,-150,-150
2020-21,3/24/21,BRK,13,700,700
2020-21,3/25/21,POR,-2.5,-145,-145
2020-21,3/25/21,WAS,2.5,120,120
2020-21,3/25/21,LAC,-1,-120,-120
2020-21,3/25/21,GSW,4.5,165,165
2020-21,3/25/21,PHI,-6,-240,-240
2020-21,3/26/21,BRK,-6.5,-290,-290
2020-21,3/26/21,BOS,6,200,200
2020-21,3/26/21,PHX,-3.5,-170,-170
2020-21,3/26/21,DEN,-2.5,-140,-140
2020-21,3/26/21,HOU,4,150,150
2020-21,3/26/21,POR,-9.5,-550,-550
