season,date,away_team,away_point_spread,away_money_line,away_money_line
2019-20,1/15/20,BRK,6.5,263,263
2019-20,1/15/20,DET,9,384,384
2019-20,1/15/20,SAS,5,192,192
2019-20,1/15/20,IND,-4.5,-132,-132
2019-20,1/15/20,TOR,1.5,110,110
2019-20,1/15/20,WAS,4,151,151
2019-20,1/15/20,CHO,11.5,711,711
2019-20,1/15/20,POR,8.5,303,303
2019-20,1/15/20,DAL,-4,-165,-165
2019-20,1/15/20,ORL,10,459,459
2019-20,1/16/20,PHX,-2.5,-135,-135
2019-20,1/16/20,BOS,11,500,500
2019-20,1/16/20,UTA,-5.5,-230,-230
2019-20,1/16/20,ORL,10,425,425
2019-20,1/16/20,DEN,-3.5,-170,-170
2019-20,1/17/20,CHI,7.5,285,285
2019-20,1/17/20,WAS,10.5,425,425
2019-20,1/17/20,MIN,6.5,230,230
2019-20,1/17/20,MIA,-1,-115,-115
2019-20,1/17/20,CLE,9,340,340
2019-20,1/17/20,ATL,9,350,350
2019-20,1/17/20,POR,7.5,280,280
2019-20,1/18/20,LAC,-5.5,-240,-240
2019-20,1/18/20,MIL,-11,-650,-650
2019-20,1/18/20,PHX,4.5,170,170
2019-20,1/18/20,DET,-1,-120,-120
2019-20,1/18/20,PHI,-4,-180,-180
2019-20,1/18/20,TOR,-4,-185,-185
2019-20,1/18/20,CLE,7.5,275,275
2019-20,1/18/20,LAL,3.5,140,140
2019-20,1/18/20,ORL,-6,-250,-250
2019-20,1/18/20,POR,6.5,220,220
2019-20,1/18/20,SAC,9,350,350
2019-20,1/19/20,MIA,-1.5,-120,-120
2019-20,1/19/20,IND,-1,-115,-115
2019-20,1/20/20,DET,0,-110,-110
2019-20,1/20/20,TOR,-9,-450,-450
2019-20,1/20/20,PHI,-2.5,-140,-140
2019-20,1/20/20,SAC,3.5,135,135
2019-20,1/20/20,CHI,15.5,1100,1100
2019-20,1/20/20,NYK,-1.5,-120,-120
2019-20,1/20/20,ORL,-3.5,-160,-160
2019-20,1/20/20,ORL,3.5,140,140
2019-20,1/20/20,OKC,7.5,250,250
2019-20,1/20/20,LAL,-3,-160,-160
2019-20,1/20/20,DEN,3.5,140,140
2019-20,1/20/20,IND,8,300,300
2019-20,1/20/20,SAS,4.5,160,160
2019-20,1/20/20,GSW,7.5,260,260
2019-20,1/21/20,LAC,2.5,120,120
2019-20,1/22/20,SAC,-2,-125,-125
2019-20,1/22/20,OKC,2.5,120,120
2019-20,1/22/20,WAS,10,425,425
2019-20,1/22/20,LAL,-11.5,-750,-750
2019-20,1/22/20,PHI,6,200,200
2019-20,1/22/20,LAC,-4.5,-200,-200
2019-20,1/22/20,MEM,7,230,230
2019-20,1/22/20,SAS,3.5,140,140
2019-20,1/22/20,DEN,10,400,400
2019-20,1/22/20,MIN,0,-110,-110
2019-20,1/22/20,IND,-1,-115,-115
2019-20,1/22/20,UTA,-9,-450,-450
2019-20,1/23/20,WAS,2.5,120,120
2019-20,1/23/20,LAL,-5.5,-250,-250
2019-20,1/23/20,DAL,-5.5,-230,-230
2019-20,1/24/20,MIL,-14.5,-1400,-1400
2019-20,1/24/20,BOS,3,130,130
2019-20,1/24/20,MEM,-1.5,-125,-125
2019-20,1/24/20,TOR,-8.5,-425,-425
2019-20,1/24/20,SAC,1.5,110,110
2019-20,1/24/20,LAC,-2,-135,-135
2019-20,1/24/20,HOU,-5.5,-250,-250
2019-20,1/24/20,DEN,4,150,150
2019-20,1/24/20,ATL,8,300,300
2019-20,1/24/20,PHX,4.5,170,170
2019-20,1/24/20,IND,-6.5,-270,-270
2019-20,1/25/20,DAL,5,175,175
2019-20,1/25/20,BRK,-2.5,-140,-140
2019-20,1/25/20,CHI,1,-105,-105
2019-20,1/25/20,OKC,1.5,105,105
2019-20,1/25/20,LAL,-5,-230,-230
2019-20,1/26/20,HOU,2.5,120,120
2019-20,1/26/20,TOR,-3.5,-170,-170
2019-20,1/26/20,BOS,1.5,105,105
2019-20,1/26/20,PHX,2,115,115
2019-20,1/26/20,LAC,-3,-155,-155
2019-20,1/26/20,BRK,2.5,120,120
2019-20,1/26/20,WAS,1,-105,-105
2019-20,1/26/20,IND,3,130,130
2019-20,1/27/20,CLE,7,240,240
2019-20,1/27/20,ORL,6.5,240,240
2019-20,1/27/20,DAL,-5,-230,-230
2019-20,1/27/20,SAC,3,135,135
2019-20,1/27/20,SAS,1.5,100,100
2019-20,1/27/20,HOU,14.5,900,900
2019-20,1/28/20,NYK,1.5,100,100
2019-20,1/28/20,GSW,13,750,750
2019-20,1/28/20,BOS,2,115,115
2019-20,1/28/20,ORL,-8.5,-380,-380
2019-20,1/28/20,ATL,13,750,750
2019-20,1/28/20,DEN,1.5,105,105
2019-20,1/28/20,WAS,11.5,550,550
2019-20,1/28/20,PHX,7,250,250
2019-20,1/29/20,CHI,8.5,325,325
2019-20,1/29/20,DET,5.5,200,200
2019-20,1/29/20,MEM,-2.5,-140,-140
2019-20,1/29/20,UTA,-5,-240,-240
2019-20,1/29/20,OKC,-2.5,-140,-140
2019-20,1/29/20,HOU,-5,-220,-220
2019-20,1/30/20,TOR,-9.5,-550,-550
2019-20,1/30/20,CHO,4,150,150
2019-20,1/30/20,PHI,-6,-260,-260
2019-20,1/30/20,GSW,13.5,750,750
2019-20,1/30/20,SAC,14,850,850
2019-20,1/30/20,UTA,-3,-150,-150
2019-20,1/31/20,TOR,-4,-180,-180
2019-20,1/31/20,CHI,5.5,190,190
2019-20,1/31/20,DAL,8,290,290
2019-20,1/31/20,MEM,7.5,260,260
2019-20,1/31/20,OKC,0,-110,-110
2019-20,1/31/20,DEN,13,700,700
2019-20,1/31/20,POR,13,750,750
2019-20,2/1/20,MIN,10.5,450,450
2019-20,2/1/20,MIA,-2.5,-140,-140
2019-20,2/1/20,NYK,11,500,500
2019-20,2/1/20,BRK,-1.5,-130,-130
2019-20,2/1/20,GSW,2,115,115
2019-20,2/1/20,PHI,-1.5,-120,-120
2019-20,2/1/20,ATL,4.5,170,170
2019-20,2/1/20,CHO,8,325,325
2019-20,2/1/20,UTA,-6.5,-270,-270
2019-20,2/1/20,LAL,-7,-300,-300
2019-20,2/2/20,DEN,-2.5,-145,-145
2019-20,2/2/20,ORL,5,180,180
2019-20,2/2/20,PHX,12.5,650,650
2019-20,2/2/20,CHI,10,425,425
2019-20,2/3/20,NYK,-2.5,-135,-135
2019-20,2/3/20,GSW,6.5,220,220
2019-20,2/3/20,DAL,5.5,180,180
2019-20,2/3/20,ORL,-5,-210,-210
2019-20,2/3/20,PHX,2,115,115
2019-20,2/3/20,PHI,2.5,120,120
2019-20,2/3/20,BOS,-6,-260,-260
2019-20,2/3/20,DET,9,375,375
2019-20,2/3/20,MIN,1,-105,-105
2019-20,2/3/20,SAS,9,375,375
2019-20,2/4/20,MIL,-6.5,-275,-275
2019-20,2/4/20,CHO,13,750,750
2019-20,2/4/20,POR,4.5,155,155
2019-20,2/4/20,SAS,10.5,500,500
2019-20,2/5/20,PHX,-3,-150,-150
2019-20,2/5/20,GSW,6.5,225,225
2019-20,2/5/20,IND,5.5,190,190
2019-20,2/5/20,ORL,5.5,190,190
2019-20,2/5/20,ATL,4.5,160,160
2019-20,2/5/20,CLE,13.5,750,750
2019-20,2/5/20,MEM,4.5,170,170
2019-20,2/5/20,DEN,10,365,365
2019-20,2/5/20,MIA,6.5,225,225
2019-20,2/6/20,ORL,-3.5,-170,-170
2019-20,2/6/20,ORL,-6,-240,-240
2019-20,2/6/20,PHI,9,375,375
2019-20,2/6/20,SAS,3.5,140,140
2019-20,2/6/20,HOU,6.5,225,225
2019-20,2/7/20,DAL,-3,-160,-160
2019-20,2/7/20,MEM,6,190,190
2019-20,2/7/20,ATL,12.5,525,525
2019-20,2/7/20,DET,13,650,650
2019-20,2/7/20,TOR,1,100,100
2019-20,2/7/20,HOU,-2.5,-140,-140
2019-20,2/7/20,MIA,-1,-115,-115
2019-20,2/7/20,POR,10.5,375,375
2019-20,2/8/20,MIL,-8.5,-400,-400
2019-20,2/8/20,NYK,-1.5,-125,-125
2019-20,2/8/20,DAL,-3.5,-160,-160
2019-20,2/8/20,ORL,5,175,175
2019-20,2/8/20,BRK,6,215,215
2019-20,2/8/20,LAC,-9.5,-500,-500
2019-20,2/8/20,LAL,-14,-1600,-1600
2019-20,2/8/20,DEN,-3.5,-180,-180
2019-20,2/8/20,SAS,-2.5,-140,-140
2019-20,2/9/20,BOS,-1.5,-125,-125
2019-20,2/9/20,NYK,5,170,170
2019-20,2/9/20,CHI,11,475,475
2019-20,2/9/20,MEM,-2.5,-145,-145
2019-20,2/9/20,UTA,2.5,125,125
2019-20,2/9/20,LAC,-6,-250,-250
2019-20,2/9/20,MIA,5.5,180,180
2019-20,2/10/20,BRK,6.5,225,225
2019-20,2/10/20,ATL,8.5,300,300
2019-20,2/10/20,CHO,3.5,145,145
2019-20,2/10/20,MIN,8.5,280,280
2019-20,2/10/20,SAC,10,425,425
2019-20,2/10/20,UTA,0,-110,-110
2019-20,2/10/20,SAS,6.5,240,240
2019-20,2/10/20,MIA,-7,-300,-300
2019-20,2/10/20,PHX,13,700,700
2019-20,2/11/20,CHI,3.5,145,145
2019-20,2/11/20,LAC,-1,-120,-120
2019-20,2/11/20,POR,3,130,130
2019-20,2/11/20,SAS,8,280,280
2019-20,2/11/20,BOS,2.5,115,115
2019-20,2/12/20,DET,6.5,230,230
2019-20,2/12/20,ATL,-3,-150,-150
2019-20,2/12/20,WAS,3,130,130
2019-20,2/12/20,TOR,-4,-180,-180
2019-20,2/12/20,MIL,1.5,110,110
2019-20,2/12/20,CHO,6,220,220
2019-20,2/12/20,POR,3.5,140,140
2019-20,2/12/20,SAC,8.5,300,300
2019-20,2/12/20,GSW,7,240,240
2019-20,2/12/20,MIA,4.5,160,160
2019-20,2/12/20,LAL,-3,-145,-145
2019-20,2/13/20,LAC,1,-105,-105
2019-20,2/13/20,OKC,3.5,150,150
2019-20,2/20/20,MIL,-13,-1100,-1100
2019-20,2/20/20,MIA,-6.5,-250,-250
2019-20,2/20/20,CHO,4.5,160,160
2019-20,2/20/20,BRK,6.5,225,225
2019-20,2/20/20,MEM,-1.5,-125,-125
2019-20,2/20/20,HOU,-10,-500,-500
2019-20,2/21/20,CLE,6.5,205,205
2019-20,2/21/20,DAL,-4.5,-190,-190
2019-20,2/21/20,PHX,8,290,290
2019-20,2/21/20,IND,-6.5,-290,-290
2019-20,2/21/20,BOS,-8,-360,-360
2019-20,2/21/20,DEN,1.5,110,110
2019-20,2/21/20,SAS,7,240,240
2019-20,2/21/20,ORL,-5.5,-255,-255
2019-20,2/21/20,MEM,10.5,450,450
2019-20,2/22/20,SAC,9,350,350
2019-20,2/22/20,BRK,-4.5,-190,-190
2019-20,2/22/20,DAL,2,115,115
2019-20,2/22/20,CLE,12.5,700,700
2019-20,2/22/20,PHX,-3,-150,-150
2019-20,2/22/20,PHI,9.5,360,360
2019-20,2/22/20,HOU,2,110,110
2019-20,2/23/20,BOS,7.5,260,260
2019-20,2/23/20,IND,5,175,175
2019-20,2/23/20,MIN,14.5,850,850
2019-20,2/23/20,SAS,5,180,180
2019-20,2/23/20,WAS,-3.5,-160,-160
2019-20,2/23/20,ORL,-10,-600,-600
2019-20,2/23/20,DET,5.5,185,185
2019-20,2/24/20,MIL,-13,-1300,-1300
2019-20,2/24/20,MIA,-6.5,-265,-265
2019-20,2/24/20,ATL,8.5,300,300
2019-20,2/24/20,ORL,3.5,145,145
2019-20,2/24/20,NYK,12,650,650
2019-20,2/24/20,MIN,13.5,750,750
2019-20,2/24/20,PHX,8.5,300,300
2019-20,2/24/20,MEM,11,475,475
2019-20,2/25/20,CHO,11.5,550,550
2019-20,2/25/20,MIL,0,-110,-110
2019-20,2/25/20,OKC,-8,-360,-360
2019-20,2/25/20,DET,14,750,750
2019-20,2/25/20,BOS,-7,-300,-300
2019-20,2/25/20,ORL,7.5,270,270
2019-20,2/25/20,SAC,-7.5,-320,-320
2019-20,2/26/20,PHI,-7.5,-350,-350
2019-20,2/26/20,NYK,-2,-135,-135
2019-20,2/26/20,BRK,-1.5,-125,-125
2019-20,2/26/20,ORL,-2.5,-140,-140
2019-20,2/26/20,DAL,-4,-180,-180
2019-20,2/26/20,MIN,12,550,550
2019-20,2/26/20,MEM,12,550,550
2019-20,2/26/20,LAC,-7.5,-330,-330
2019-20,2/26/20,BOS,5,180,180
2019-20,2/27/20,NYK,7.5,260,260
2019-20,2/27/20,SAC,8,280,280
2019-20,2/27/20,POR,10,400,400
2019-20,2/27/20,LAL,-10,-600,-600
2019-20,2/28/20,MIN,8,280,280
2019-20,2/28/20,CHO,13.5,800,800
2019-20,2/28/20,BRK,-2.5,-140,-140
2019-20,2/28/20,CLE,12.5,650,650
2019-20,2/28/20,SAC,2.5,115,115
2019-20,2/28/20,OKC,10,450,450
2019-20,2/28/20,DAL,2.5,125,125
2019-20,2/28/20,WAS,10,425,425
2019-20,2/28/20,DET,9,325,325
2019-20,2/28/20,DEN,7,225,225
2019-20,2/29/20,CHI,2.5,120,120
2019-20,2/29/20,BRK,7.5,260,260
2019-20,2/29/20,POR,2,110,110
2019-20,2/29/20,IND,-9,-450,-450
2019-20,2/29/20,LAL,-11,-700,-700
2019-20,2/29/20,HOU,0,-110,-110
2019-20,2/29/20,ORL,4.5,155,155
2019-20,2/29/20,GSW,10.5,400,400
2019-20,3/1/20,MIL,-13.5,-1200,-1200
2019-20,3/1/20,PHI,14.5,1000,1000
2019-20,3/1/20,DAL,-6,-260,-260
2019-20,3/1/20,DET,10,400,400
2019-20,3/1/20,TOR,2.5,120,120
2019-20,3/1/20,LAL,2,115,115
2019-20,3/1/20,WAS,-7,-310,-310
2019-20,3/2/20,HOU,-10,-600,-600
2019-20,3/2/20,POR,6.5,225,225
2019-20,3/2/20,UTA,-10.5,-650,-650
2019-20,3/2/20,MEM,2.5,120,120
2019-20,3/2/20,MIL,-5,-210,-210
2019-20,3/2/20,DAL,-6.5,-270,-270
2019-20,3/2/20,IND,-2.5,-140,-140
2019-20,3/3/20,SAS,-4,-170,-170
2019-20,3/3/20,BRK,6.5,230,230
2019-20,3/3/20,LAC,-4.5,-200,-200
2019-20,3/3/20,MIN,11,450,450
2019-20,3/3/20,GSW,16.5,1200,1200
2019-20,3/3/20,TOR,-4,-170,-170
2019-20,3/3/20,PHI,12.5,650,650
2019-20,3/3/20,WAS,5.5,190,190
2019-20,3/4/20,BOS,-4,-170,-170
2019-20,3/4/20,OKC,-8.5,-400,-400
2019-20,3/4/20,ORL,6.5,240,240
2019-20,3/4/20,UTA,-8.5,-400,-400
2019-20,3/4/20,MEM,1,-105,-105
2019-20,3/4/20,CHI,2,110,110
2019-20,3/4/20,ORL,6.5,230,230
2019-20,3/4/20,IND,11.5,500,500
2019-20,3/4/20,WAS,8,280,280
2019-20,3/5/20,DEN,-9.5,-550,-550
2019-20,3/5/20,LAC,-1,-120,-120
2019-20,3/5/20,PHI,5.5,185,185
2019-20,3/5/20,TOR,-9,-450,-450
2019-20,3/6/20,ATL,5.5,185,185
2019-20,3/6/20,OKC,-6,-250,-250
2019-20,3/6/20,SAS,2.5,120,120
2019-20,3/6/20,UTA,1.5,105,105
2019-20,3/6/20,MIA,1.5,105,105
2019-20,3/6/20,ORL,-2.5,-145,-145
2019-20,3/6/20,IND,-2.5,-135,-135
2019-20,3/6/20,MEM,7.5,250,250
2019-20,3/6/20,POR,-3.5,-160,-160
2019-20,3/6/20,MIL,1.5,105,105
2019-20,3/7/20,HOU,-8,-400,-400
2019-20,3/7/20,UTA,-8,-400,-400
2019-20,3/7/20,DEN,-9.5,-550,-550
2019-20,3/7/20,ATL,6,220,220
2019-20,3/7/20,PHI,-3.5,-170,-170
2019-20,3/7/20,SAC,2,110,110
2019-20,3/8/20,CHI,6.5,230,230
2019-20,3/8/20,LAL,2.5,130,130
2019-20,3/8/20,ORL,-7,-330,-330
2019-20,3/8/20,OKC,6.5,230,230
2019-20,3/8/20,MIL,-6.5,-275,-275
2019-20,3/8/20,IND,6.5,225,225
2019-20,3/8/20,MIA,-5.5,-240,-240
2019-20,3/8/20,ORL,8,300,300
2019-20,3/8/20,SAS,-4.5,-190,-190
2019-20,3/8/20,DET,5.5,185,185
2019-20,3/8/20,TOR,-5,-200,-200
2019-20,3/9/20,CHO,4.5,170,170
2019-20,3/9/20,TOR,6,210,210
2019-20,3/9/20,MIL,7.5,260,260
2019-20,3/10/20,BOS,-3,-150,-150
2019-20,3/10/20,NYK,5,180,180
2019-20,3/10/20,CLE,4,150,150
2019-20,3/10/20,MIN,12.5,600,600
2019-20,3/10/20,ORL,2,110,110
2019-20,3/10/20,DAL,-4,-180,-180
2019-20,3/10/20,PHX,6,200,200
2019-20,3/10/20,BRK,12,650,650
2019-20,3/10/20,LAC,-12.5,-850,-850
2019-20,3/11/20,NYK,5.5,200,200
2019-20,3/11/20,DET,12,550,550
2019-20,3/11/20,CHO,11,500,500
2019-20,3/11/20,DEN,-2.5,-140,-140
2019-20,7/30/20,UTA,2.5,125,125
2019-20,7/30/20,LAC,4,165,165
2019-20,7/31/20,ORL,-7.5,-340,-340
2019-20,7/31/20,MEM,3,140,140
2019-20,7/31/20,PHX,-7,-310,-310
2019-20,7/31/20,BOS,3.5,155,155
2019-20,7/31/20,SAC,-3.5,-165,-165
2019-20,7/31/20,HOU,-1.5,-120,-120
2019-20,8/1/20,MIA,-4,-175,-175
2019-20,8/1/20,UTA,0,-110,-110
2019-20,8/1/20,ORL,5,190,190
2019-20,8/1/20,PHI,-6,-280,-280
2019-20,8/1/20,LAL,-2.5,-150,-150
2019-20,8/2/20,WAS,4,150,150
2019-20,8/2/20,POR,4,150,150
2019-20,8/2/20,SAS,3,135,135
2019-20,8/2/20,SAC,2,110,110
2019-20,8/2/20,MIL,-5,-200,-200
2019-20,8/2/20,DAL,-6,-250,-250
2019-20,8/3/20,TOR,-2.5,-145,-145
2019-20,8/3/20,IND,-8.5,-400,-400
2019-20,8/3/20,DEN,6,200,200
2019-20,8/3/20,MEM,4.5,165,165
2019-20,8/3/20,SAS,7.5,275,275
2019-20,8/3/20,LAL,-6,-265,-265
2019-20,8/4/20,BRK,19,1500,1500
2019-20,8/4/20,DAL,-5.5,-240,-240
2019-20,8/4/20,PHX,9,330,330
2019-20,8/4/20,ORL,-1,-115,-115
2019-20,8/4/20,BOS,-5,-200,-200
2019-20,8/4/20,HOU,-3.5,-170,-170
2019-20,8/5/20,MEM,5.5,190,190
2019-20,8/5/20,PHI,-10.5,-600,-600
2019-20,8/5/20,DEN,-3,-155,-155
2019-20,8/5/20,OKC,5.5,200,200
2019-20,8/5/20,TOR,-7.5,-370,-370
2019-20,8/5/20,BRK,8.5,320,320
2019-20,8/6/20,ORL,-4.5,-190,-190
2019-20,8/6/20,MIA,9.5,375,375
2019-20,8/6/20,IND,-2,-130,-130
2019-20,8/6/20,LAC,-4,-180,-180
2019-20,8/6/20,POR,-4.5,-190,-190
2019-20,8/6/20,LAL,3.5,140,140
2019-20,8/7/20,UTA,9,340,340
2019-20,8/7/20,OKC,-3,-155,-155
2019-20,8/7/20,SAC,-5.5,-210,-210
2019-20,8/7/20,ORL,4.5,170,170
2019-20,8/7/20,WAS,8,280,280
2019-20,8/7/20,BOS,1.5,105,105
2019-20,8/8/20,LAC,4.5,155,155
2019-20,8/8/20,UTA,-1,-115,-115
2019-20,8/8/20,LAL,-5.5,-220,-220
2019-20,8/8/20,PHX,-4,-170,-170
2019-20,8/8/20,MIL,-5.5,-220,-220
2019-20,8/9/20,WAS,9,375,375
2019-20,8/9/20,MEM,7,260,260
2019-20,8/9/20,SAS,3.5,145,145
2019-20,8/9/20,ORL,8.5,340,340
2019-20,8/9/20,PHI,2,115,115
2019-20,8/9/20,HOU,-5,-190,-190
2019-20,8/9/20,BRK,9,320,320
2019-20,8/10/20,OKC,7.5,300,300
2019-20,8/10/20,DAL,6,200,200
2019-20,8/10/20,TOR,6,190,190
2019-20,8/10/20,IND,4,160,160
2019-20,8/10/20,DEN,5.5,180,180
2019-20,8/11/20,BRK,4.5,165,165
2019-20,8/11/20,HOU,4.5,170,170
2019-20,8/11/20,PHX,-10,-600,-600
2019-20,8/11/20,POR,-3,-145,-145
2019-20,8/11/20,BOS,-5,-200,-200
2019-20,8/11/20,ORL,3,130,130
2019-20,8/11/20,MIL,-9,-400,-400
2019-20,8/12/20,IND,6.5,240,240
2019-20,8/12/20,TOR,-6,-260,-260
2019-20,8/12/20,MIA,-4,-170,-170
2019-20,8/12/20,LAC,-5,-200,-200
2019-20,8/13/20,ORL,4,150,150
2019-20,8/13/20,MIL,4,145,145
2019-20,8/13/20,SAS,-7,-280,-280
2019-20,8/13/20,SAC,4,150,150
2019-20,8/13/20,WAS,-2,-130,-130
2019-20,8/13/20,DAL,8.5,320,320
2019-20,8/13/20,POR,-10.5,-850,-850
2019-20,8/14/20,PHI,2.5,120,120
2019-20,8/14/20,DEN,-2.5,-145,-145
2019-20,8/14/20,OKC,3,135,135
2019-20,8/14/20,MIA,-2,-130,-130
2019-20,8/15/20,MEM,6,220,220
2019-20,8/17/20,UTA,4,160,160
2019-20,8/17/20,BRK,10,450,450
2019-20,8/17/20,PHI,6.5,230,230
2019-20,8/17/20,DAL,7,285,285
2019-20,8/18/20,ORL,14,900,900
2019-20,8/18/20,POR,6.5,250,250
2019-20,8/18/20,MIA,-4.5,-185,-185
2019-20,8/18/20,OKC,0,-110,-110
2019-20,8/19/20,BRK,11.5,600,600
2019-20,8/19/20,UTA,3.5,145,145
2019-20,8/19/20,PHI,4.5,175,175
2019-20,8/19/20,DAL,5,175,175
2019-20,8/20/20,MIA,-4,-175,-175
2019-20,8/20/20,OKC,2,115,115
2019-20,8/20/20,ORL,13.5,800,800
2019-20,8/20/20,POR,6.5,205,205
2019-20,8/21/20,TOR,-11,-600,-600
2019-20,8/21/20,DEN,1,100,100
2019-20,8/21/20,BOS,-5.5,-240,-240
2019-20,8/21/20,LAC,-5,-210,-210
2019-20,8/22/20,MIL,-12.5,-1100,-1100
2019-20,8/22/20,IND,5,180,180
2019-20,8/22/20,HOU,-2,-130,-130
2019-20,8/22/20,LAL,-7.5,-350,-350
2019-20,8/23/20,BOS,-7,-310,-310
2019-20,8/23/20,LAC,-8,-340,-340
2019-20,8/23/20,TOR,-14,-1400,-1400
2019-20,8/23/20,DEN,3.5,140,140
2019-20,8/24/20,MIL,-13,-1100,-1100
2019-20,8/24/20,HOU,-3,-150,-150
2019-20,8/24/20,IND,6.5,235,235
2019-20,8/24/20,LAL,-6.5,-310,-310
2019-20,8/25/20,UTA,-2.5,-140,-140
2019-20,8/25/20,DAL,8.5,320,320
2019-20,8/29/20,ORL,14.5,900,900
2019-20,8/29/20,OKC,5,185,185
2019-20,8/29/20,POR,13.5,800,800
2019-20,8/30/20,BOS,2,110,110
2019-20,8/30/20,LAC,-9.5,-500,-500
2019-20,8/30/20,DEN,2.5,120,120
2019-20,8/31/20,HOU,-5.5,-240,-240
2019-20,8/31/20,MIA,5.5,200,200
2019-20,9/1/20,BOS,2,110,110
2019-20,9/1/20,UTA,2,110,110
2019-20,9/2/20,MIA,5.5,200,200
2019-20,9/2/20,OKC,5.5,200,200
2019-20,9/3/20,TOR,-2,-130,-130
2019-20,9/3/20,DEN,9.5,355,355
2019-20,9/4/20,MIL,-5,-210,-210
2019-20,9/4/20,HOU,6.5,245,245
2019-20,9/5/20,TOR,2,110,110
2019-20,9/5/20,DEN,9,350,350
2019-20,9/6/20,MIL,-1.5,-125,-125
2019-20,9/6/20,HOU,5.5,210,210
2019-20,9/7/20,BOS,-1.5,-130,-130
2019-20,9/7/20,LAC,-8.5,-440,-440
2019-20,9/8/20,MIA,-5.5,-230,-230
2019-20,9/8/20,LAL,-4,-175,-175
2019-20,9/9/20,TOR,3,130,130
2019-20,9/9/20,LAC,-8,-340,-340
2019-20,9/10/20,LAL,-5,-215,-215
2019-20,9/11/20,BOS,-3,-155,-155
2019-20,9/11/20,DEN,8.5,330,330
2019-20,9/12/20,HOU,6.5,210,210
2019-20,9/13/20,LAC,-8.5,-400,-400
2019-20,9/15/20,DEN,7.5,280,280
2019-20,9/15/20,MIA,2,115,115
2019-20,9/17/20,MIA,3,135,135
2019-20,9/18/20,DEN,7,245,245
2019-20,9/19/20,BOS,-3.5,-165,-165
2019-20,9/20/20,DEN,7.5,250,250
2019-20,9/22/20,LAL,-6,-255,-255
2019-20,9/23/20,BOS,-3.5,-165,-165
2019-20,9/24/20,LAL,-6,-250,-250
2019-20,9/25/20,MIA,3.5,140,140
2019-20,9/26/20,DEN,5,175,175
2019-20,9/27/20,BOS,-3,-150,-150
2019-20,9/30/20,MIA,4.5,165,165
2019-20,10/2/20,MIA,10,450,450
2019-20,10/4/20,LAL,-9.5,-420,-420
2019-20,10/6/20,LAL,-7,-330,-330
2019-20,10/9/20,MIA,7,280,280
2019-20,10/11/20,LAL,-5.5,-250,-250
2020-21,12/22/20,GSW,7.5,265,265
2020-21,12/22/20,LAC,2,115,115
2020-21,12/23/20,CHO,-3,-140,-140
2020-21,12/23/20,NYK,7.5,270,270
2020-21,12/23/20,MIA,-4.5,-190,-190
2020-21,12/23/20,WAS,7,250,250
2020-21,12/23/20,MIL,-4.5,-190,-190
2020-21,12/23/20,ORL,3.5,150,150
2020-21,12/23/20,ATL,-2,-130,-130
2020-21,12/23/20,SAS,2,110,110
2020-21,12/23/20,DET,5.5,190,190
2020-21,12/23/20,SAC,7.5,260,260
2020-21,12/23/20,UTA,-1.5,-130,-130
2020-21,12/23/20,DAL,1.5,100,100
2020-21,12/25/20,ORL,3,130,130
2020-21,12/25/20,GSW,10,450,450
2020-21,12/25/20,BRK,-3,-145,-145
2020-21,12/25/20,DAL,6,225,225
2020-21,12/25/20,LAC,-3.5,-160,-160
2020-21,12/26/20,ATL,2.5,120,120
2020-21,12/26/20,CLE,0,-110,-110
2020-21,12/26/20,ORL,1.5,110,110
2020-21,12/26/20,OKC,3,125,125
2020-21,12/26/20,PHI,-8,-360,-360
2020-21,12/26/20,IND,-6,-240,-240
2020-21,12/26/20,TOR,-2.5,-145,-145
2020-21,12/26/20,MIN,9.5,375,375
2020-21,12/26/20,PHX,-3.5,-160,-160
2020-21,12/26/20,HOU,7.5,300,300
2020-21,12/27/20,DAL,3,140,140
2020-21,12/27/20,SAS,5,170,170
2020-21,12/27/20,ORL,-2,-130,-130
2020-21,12/27/20,BRK,-11.5,-600,-600
2020-21,12/27/20,PHI,-6,-240,-240
2020-21,12/27/20,MIL,-13,-1200,-1200
2020-21,12/27/20,BOS,-3,-135,-135
2020-21,12/27/20,GSW,-3.5,-165,-165
2020-21,12/27/20,PHX,-3,-160,-160
2020-21,12/28/20,MIN,10.5,400,400
2020-21,12/28/20,MEM,-1.5,-125,-125
2020-21,12/28/20,DET,10.5,400,400
2020-21,12/28/20,UTA,-9,-400,-400
2020-21,12/28/20,HOU,6.5,225,225
2020-21,12/28/20,POR,6,195,195
2020-21,12/29/20,BOS,1,-105,-105
2020-21,12/29/20,CHI,6.5,210,210
2020-21,12/29/20,GSW,-4.5,-170,-170
2020-21,12/29/20,TOR,1.5,105,105
2020-21,12/29/20,NYK,3.5,140,140
2020-21,12/29/20,MIL,-6,-240,-240
2020-21,12/29/20,ORL,-6.5,-250,-250
2020-21,12/29/20,MIN,10.5,475,475
2020-21,12/29/20,ORL,1.5,105,105
2020-21,12/29/20,DEN,-1,-110,-110
2020-21,12/30/20,MEM,7,245,245
2020-21,12/30/20,MIL,-6.5,-260,-260
2020-21,12/30/20,ATL,5.5,195,195
2020-21,12/30/20,CHO,8,300,300
2020-21,12/30/20,LAL,-7.5,-310,-310
2020-21,12/30/20,POR,6,190,190
2020-21,12/31/20,CLE,8,270,270
